pmid,gold,raw_prediction,parsed_prediction,correct,model,total_seconds,timestamp
10973547,no,maybe,maybe,0,llama3.2:1b,1.803632,2026-06-26 16:05:56
26471488,no,maybe,maybe,0,llama3.2:1b,1.773778,2026-06-26 16:05:58
19520213,no,no,no,1,llama3.2:1b,1.183449,2026-06-26 16:06:00
23677366,no,maybe,maybe,0,llama3.2:1b,2.173001,2026-06-26 16:06:02
17342562,no,maybe,maybe,0,llama3.2:1b,1.615447,2026-06-26 16:06:04
16296668,no,no,no,1,llama3.2:1b,1.380743,2026-06-26 16:06:06
17054994,no,no,no,1,llama3.2:1b,1.183029,2026-06-26 16:06:07
26556589,no,no,no,1,llama3.2:1b,1.547929,2026-06-26 16:06:09
15052394,no,no,no,1,llama3.2:1b,1.389628,2026-06-26 16:06:10
22513023,no,no,no,1,llama3.2:1b,1.000018,2026-06-26 16:06:12
15919266,no,no,no,1,llama3.2:1b,1.35832,2026-06-26 16:06:13
15095519,no,no,no,1,llama3.2:1b,1.151467,2026-06-26 16:06:15
12006913,no,no,no,1,llama3.2:1b,1.592296,2026-06-26 16:06:16
8738894,no,maybe,maybe,0,llama3.2:1b,1.576125,2026-06-26 16:06:18
21431987,no,no,no,1,llama3.2:1b,1.571166,2026-06-26 16:06:20
22154448,no,no,no,1,llama3.2:1b,1.580596,2026-06-26 16:06:22
15053041,no,no,no,1,llama3.2:1b,1.781623,2026-06-26 16:06:24
22365295,no,No,no,1,llama3.2:1b,1.607459,2026-06-26 16:06:26
19546588,no,yes,yes,0,llama3.2:1b,2.183963,2026-06-26 16:06:28
7482275,no,no,no,1,llama3.2:1b,1.536352,2026-06-26 16:06:30
24698298,no,no,no,1,llama3.2:1b,2.189339,2026-06-26 16:06:32
18274917,no,no,no,1,llama3.2:1b,1.554459,2026-06-26 16:06:34
21946341,no,maybe,maybe,0,llama3.2:1b,1.781867,2026-06-26 16:06:36
23568387,no,no,no,1,llama3.2:1b,1.775815,2026-06-26 16:06:38
21256734,no,no,no,1,llama3.2:1b,1.477787,2026-06-26 16:06:40
22534881,no,no,no,1,llama3.2:1b,1.355577,2026-06-26 16:06:41
8566975,no,no,no,1,llama3.2:1b,0.9796064,2026-06-26 16:06:43
23761381,no,maybe,maybe,0,llama3.2:1b,1.149822,2026-06-26 16:06:44
22668712,no,yes,yes,0,llama3.2:1b,0.9645528,2026-06-26 16:06:45
22023714,no,no,no,1,llama3.2:1b,1.737886,2026-06-26 16:06:47
22504515,no,no,no,1,llama3.2:1b,1.72159,2026-06-26 16:06:49
21164063,no,No,no,1,llama3.2:1b,1.733877,2026-06-26 16:06:51
18359123,no,no,no,1,llama3.2:1b,1.239682,2026-06-26 16:06:52
16827975,no,no,no,1,llama3.2:1b,2.133137,2026-06-26 16:06:55
24922528,no,maybe,maybe,0,llama3.2:1b,1.288909,2026-06-26 16:06:57
15774570,no,No,no,1,llama3.2:1b,1.685712,2026-06-26 16:06:58
20736887,no,maybe,maybe,0,llama3.2:1b,1.946989,2026-06-26 16:07:01
11483547,no,No,no,1,llama3.2:1b,2.023426,2026-06-26 16:07:03
9542484,no,no,no,1,llama3.2:1b,2.21388,2026-06-26 16:07:05
18708308,no,no,no,1,llama3.2:1b,1.390957,2026-06-26 16:07:07
18435678,no,no,no,1,llama3.2:1b,1.377699,2026-06-26 16:07:09
23455575,no,maybe,maybe,0,llama3.2:1b,1.180496,2026-06-26 16:07:10
22537902,no,maybe,maybe,0,llama3.2:1b,1.80324,2026-06-26 16:07:12
18926458,no,No,no,1,llama3.2:1b,1.78769,2026-06-26 16:07:14
12090319,no,Yes,yes,0,llama3.2:1b,1.562793,2026-06-26 16:07:16
12380309,no,maybe,maybe,0,llama3.2:1b,1.548662,2026-06-26 16:07:18
27989969,no,No.,no,1,llama3.2:1b,2.008666,2026-06-26 16:07:20
25752912,no,yes,yes,0,llama3.2:1b,1.538908,2026-06-26 16:07:22
26536001,no,no,no,1,llama3.2:1b,2.03179,2026-06-26 16:07:24
21849531,no,no,no,1,llama3.2:1b,1.560682,2026-06-26 16:07:26
16872243,no,no,no,1,llama3.2:1b,1.06772,2026-06-26 16:07:27
23571528,no,maybe,maybe,0,llama3.2:1b,1.274292,2026-06-26 16:07:29
19481382,no,no,no,1,llama3.2:1b,2.213048,2026-06-26 16:07:31
23621776,no,maybe,maybe,0,llama3.2:1b,1.562703,2026-06-26 16:07:33
22227642,no,yes,yes,0,llama3.2:1b,1.991495,2026-06-26 16:07:35
23025584,no,maybe,maybe,0,llama3.2:1b,1.535826,2026-06-26 16:07:37
11862129,no,maybe,maybe,0,llama3.2:1b,1.251691,2026-06-26 16:07:39
22236315,no,maybe,maybe,0,llama3.2:1b,1.243685,2026-06-26 16:07:40
21361755,no,no,no,1,llama3.2:1b,2.146914,2026-06-26 16:07:43
18719011,no,no,no,1,llama3.2:1b,1.319205,2026-06-26 16:07:44
11438275,no,no,no,1,llama3.2:1b,0.9950901,2026-06-26 16:07:45
16778275,no,no,no,1,llama3.2:1b,1.437608,2026-06-26 16:07:47
17051586,no,No,no,1,llama3.2:1b,1.734595,2026-06-26 16:07:49
24061619,no,maybe,maybe,0,llama3.2:1b,2.129884,2026-06-26 16:07:51
22233470,no,no,no,1,llama3.2:1b,1.546856,2026-06-26 16:07:53
23497210,no,no,no,1,llama3.2:1b,2.168351,2026-06-26 16:07:56
25488308,no,maybe,maybe,0,llama3.2:1b,1.95651,2026-06-26 16:07:58
22382608,no,maybe,maybe,0,llama3.2:1b,2.719837,2026-06-26 16:08:01
19237087,no,no,no,1,llama3.2:1b,1.292258,2026-06-26 16:08:02
10381996,no,maybe,maybe,0,llama3.2:1b,1.710336,2026-06-26 16:08:04
9100537,no,no,no,1,llama3.2:1b,1.264073,2026-06-26 16:08:06
23422012,no,Yes,yes,0,llama3.2:1b,1.730542,2026-06-26 16:08:08
22876568,no,maybe,maybe,0,llama3.2:1b,1.93083,2026-06-26 16:08:10
17445978,no,No.,no,1,llama3.2:1b,1.769548,2026-06-26 16:08:12
20608141,no,no,no,1,llama3.2:1b,1.516254,2026-06-26 16:08:14
23177368,no,no,no,1,llama3.2:1b,1.251696,2026-06-26 16:08:15
8847047,no,No,no,1,llama3.2:1b,1.691993,2026-06-26 16:08:17
22011946,no,Yes,yes,0,llama3.2:1b,1.944064,2026-06-26 16:08:19
27394685,no,no,no,1,llama3.2:1b,2.167834,2026-06-26 16:08:22
23794696,no,maybe,maybe,0,llama3.2:1b,1.685965,2026-06-26 16:08:23
23076787,no,no,no,1,llama3.2:1b,1.005165,2026-06-26 16:08:25
19854401,no,maybe,maybe,0,llama3.2:1b,1.453898,2026-06-26 16:08:26
14652839,no,no,no,1,llama3.2:1b,1.261668,2026-06-26 16:08:28
7664228,no,no,no,1,llama3.2:1b,2.108349,2026-06-26 16:08:30
17062234,no,yes,yes,0,llama3.2:1b,1.765674,2026-06-26 16:08:32
24449622,no,maybe,maybe,0,llama3.2:1b,1.719204,2026-06-26 16:08:34
12070552,no,no,no,1,llama3.2:1b,1.312227,2026-06-26 16:08:36
19836806,no,maybe,maybe,0,llama3.2:1b,1.455206,2026-06-26 16:08:37
19913785,no,no,no,1,llama3.2:1b,1.889035,2026-06-26 16:08:39
24739448,no,maybe,maybe,0,llama3.2:1b,1.769116,2026-06-26 16:08:41
24625433,no,maybe,maybe,0,llama3.2:1b,1.592982,2026-06-26 16:08:43
16403186,no,no,no,1,llama3.2:1b,2.185835,2026-06-26 16:08:46
10375486,no,maybe,maybe,0,llama3.2:1b,1.190432,2026-06-26 16:08:47
17032327,no,maybe,maybe,0,llama3.2:1b,1.565356,2026-06-26 16:08:49
27643961,no,no,no,1,llama3.2:1b,1.347479,2026-06-26 16:08:50
22042121,no,no,no,1,llama3.2:1b,1.353121,2026-06-26 16:08:52
17274051,no,maybe,maybe,0,llama3.2:1b,1.593275,2026-06-26 16:08:54
27096199,no,Maybe,maybe,0,llama3.2:1b,1.802342,2026-06-26 16:08:56
7497757,no,maybe,maybe,0,llama3.2:1b,1.775289,2026-06-26 16:08:58
21459725,no,maybe,maybe,0,llama3.2:1b,2.202049,2026-06-26 16:09:00
27040842,no,no,no,1,llama3.2:1b,1.223125,2026-06-26 16:09:02
20187289,no,no,no,1,llama3.2:1b,1.526281,2026-06-26 16:09:04
21712147,no,no,no,1,llama3.2:1b,1.753396,2026-06-26 16:09:06
10456814,no,maybe,maybe,0,llama3.2:1b,1.974481,2026-06-26 16:09:08
17192736,no,No.,no,1,llama3.2:1b,1.801373,2026-06-26 16:09:10
27757987,no,No,no,1,llama3.2:1b,1.582345,2026-06-26 16:09:12
12769830,no,maybe,maybe,0,llama3.2:1b,1.367895,2026-06-26 16:09:13
22251324,no,maybe,maybe,0,llama3.2:1b,1.15541,2026-06-26 16:09:14
28196511,no,no,no,1,llama3.2:1b,1.570587,2026-06-26 16:09:16
18284441,maybe,no,no,0,llama3.2:1b,1.582805,2026-06-26 16:09:18
18802997,maybe,no,no,0,llama3.2:1b,1.60009,2026-06-26 16:09:20
17621202,maybe,no,no,0,llama3.2:1b,1.16182,2026-06-26 16:09:21
11411430,maybe,maybe,maybe,1,llama3.2:1b,1.560928,2026-06-26 16:09:23
26708803,maybe,No.,no,0,llama3.2:1b,1.828518,2026-06-26 16:09:25
25079920,maybe,no,no,0,llama3.2:1b,1.611384,2026-06-26 16:09:27
25793749,maybe,yes,yes,0,llama3.2:1b,2.382179,2026-06-26 16:09:30
19103915,maybe,yes,yes,0,llama3.2:1b,1.385636,2026-06-26 16:09:31
11867487,maybe,no,no,0,llama3.2:1b,1.164365,2026-06-26 16:09:33
12630042,maybe,maybe,maybe,1,llama3.2:1b,1.324528,2026-06-26 16:09:34
19468282,maybe,maybe,maybe,1,llama3.2:1b,1.967261,2026-06-26 16:09:36
16538201,maybe,no,no,0,llama3.2:1b,1.627536,2026-06-26 16:09:38
20971618,maybe,no,no,0,llama3.2:1b,1.40164,2026-06-26 16:09:40
24336869,maybe,maybe,maybe,1,llama3.2:1b,1.575235,2026-06-26 16:09:42
20197761,maybe,no,no,0,llama3.2:1b,1.592566,2026-06-26 16:09:44
16968876,maybe,maybe,maybe,1,llama3.2:1b,1.582484,2026-06-26 16:09:45
26778755,maybe,maybe,maybe,1,llama3.2:1b,1.806862,2026-06-26 16:09:47
18568290,maybe,no,no,0,llama3.2:1b,1.781968,2026-06-26 16:09:49
25371231,maybe,no,no,0,llama3.2:1b,1.0124,2026-06-26 16:09:51
25394614,maybe,no,no,0,llama3.2:1b,1.559616,2026-06-26 16:09:52
11570976,maybe,No.,no,0,llama3.2:1b,1.021887,2026-06-26 16:09:54
16816043,maybe,maybe,maybe,1,llama3.2:1b,1.54494,2026-06-26 16:09:55
12805495,maybe,no,no,0,llama3.2:1b,1.59745,2026-06-26 16:09:57
25571931,maybe,No.,no,0,llama3.2:1b,1.444616,2026-06-26 16:09:59
19578820,maybe,no,no,0,llama3.2:1b,1.359118,2026-06-26 16:10:00
18243752,maybe,no,no,0,llama3.2:1b,0.9775367,2026-06-26 16:10:02
11458136,maybe,maybe,maybe,1,llama3.2:1b,1.139212,2026-06-26 16:10:03
12790890,maybe,yes,yes,0,llama3.2:1b,1.345849,2026-06-26 16:10:05
18714572,maybe,no,no,0,llama3.2:1b,1.593059,2026-06-26 16:10:06
25103647,maybe,No.,no,0,llama3.2:1b,1.663131,2026-06-26 16:10:08
24995509,maybe,maybe,maybe,1,llama3.2:1b,2.014864,2026-06-26 16:10:11
27044366,maybe,maybe,maybe,1,llama3.2:1b,1.820349,2026-06-26 16:10:13
26606599,maybe,No.,no,0,llama3.2:1b,1.818509,2026-06-26 16:10:15
17076091,maybe,no,no,0,llama3.2:1b,1.208997,2026-06-26 16:10:16
26037986,maybe,yes,yes,0,llama3.2:1b,1.332887,2026-06-26 16:10:18
22491528,maybe,no,no,0,llama3.2:1b,1.15366,2026-06-26 16:10:19
24591144,maybe,maybe,maybe,1,llama3.2:1b,1.540533,2026-06-26 16:10:21
19351635,maybe,no,no,0,llama3.2:1b,1.99082,2026-06-26 16:10:23
20337202,maybe,no,no,0,llama3.2:1b,1.37554,2026-06-26 16:10:25
23149821,maybe,maybe,maybe,1,llama3.2:1b,1.572413,2026-06-26 16:10:26
18235194,maybe,no,no,0,llama3.2:1b,0.9887089,2026-06-26 16:10:28
16392897,maybe,no,no,0,llama3.2:1b,1.332036,2026-06-26 16:10:29
17940352,maybe,maybe,maybe,1,llama3.2:1b,1.600682,2026-06-26 16:10:31
27615402,maybe,no,no,0,llama3.2:1b,1.341892,2026-06-26 16:10:33
25779009,maybe,no,no,0,llama3.2:1b,1.369469,2026-06-26 16:10:34
12407608,maybe,Maybe,maybe,1,llama3.2:1b,1.593776,2026-06-26 16:10:36
14599616,maybe,no,no,0,llama3.2:1b,1.169823,2026-06-26 16:10:37
10223070,maybe,maybe,maybe,1,llama3.2:1b,1.369782,2026-06-26 16:10:39
20736672,maybe,no,no,0,llama3.2:1b,1.559638,2026-06-26 16:10:41
25277731,maybe,yes,yes,0,llama3.2:1b,0.9753785,2026-06-26 16:10:42
17691856,maybe,maybe,maybe,1,llama3.2:1b,1.729655,2026-06-26 16:10:44
16735905,maybe,Maybe.,maybe,1,llama3.2:1b,1.790387,2026-06-26 16:10:46
19694846,maybe,yes,yes,0,llama3.2:1b,1.192769,2026-06-26 16:10:47
25007420,maybe,no,no,0,llama3.2:1b,1.364343,2026-06-26 16:10:49
26134053,maybe,no,no,0,llama3.2:1b,1.553796,2026-06-26 16:10:51
